order_id,user_id,order_date,status,total_amount,payment_method,shipping_type,channel,warehouse_id,coupon_code,discount_amount,tax_amount,shipping_fee,estimated_delivery,actual_delivery,num_items,is_gift,order_rating,ip_address,currency
4681,777,2023-04-26 00:19:59,pending,2120.07,stripe,overnight,in_store,WH-02,,261.93,202.61,29.96,2023-05-02,2023-05-04,6,true,,36.125.179.11,USD
4682,94,2025-09-29 04:45:17,shipped,812.99,debit_card,free,phone,WH-05,NEWUSER15,52.5,68.21,14.24,2025-10-13,2025-10-11,5,false,2.9,233.124.174.245,USD
4683,1743,2022-04-20 18:12:47,pending,958.35,credit_card,pickup,in_store,WH-20,VIP25,47.06,107.74,10.06,2022-04-28,2022-04-26,4,false,,72.87.174.185,USD
4684,298,2022-08-19 08:23:05,returned,2303.29,bank_transfer,pickup,in_store,WH-12,FLASH30,83.6,164.54,26.86,2022-08-30,2022-08-28,6,true,1.3,26.172.33.53,USD
4685,1965,2025-08-22 05:12:36,pending,1913.7,credit_card,pickup,phone,WH-17,SAVE10,533.0,129.6,16.34,2025-09-01,2025-09-03,4,true,1.4,164.182.156.19,USD
4686,613,2025-10-09 08:59:01,processing,2191.77,paypal,free,mobile_app,WH-04,SUMMER20,553.88,181.75,7.92,2025-10-13,2025-10-14,1,false,3.0,203.13.105.216,USD
4687,1512,2025-01-26 20:35:51,cancelled,304.97,crypto,express,marketplace,WH-07,,61.73,25.32,11.34,2025-02-02,2025-02-03,9,true,1.2,62.105.229.105,USD
4688,223,2025-08-04 19:17:31,cancelled,739.84,gift_card,pickup,in_store,WH-17,VIP25,87.26,67.19,27.03,2025-08-14,2025-08-19,9,true,,181.123.141.194,USD
4689,114,2024-08-01 14:58:41,shipped,676.44,gift_card,free,web,WH-03,VIP25,121.6,43.56,4.73,2024-08-05,2024-08-08,1,false,4.6,216.104.33.117,USD
4690,1554,2024-02-07 05:25:21,processing,1153.67,debit_card,express,web,WH-10,SUMMER20,242.52,59.56,5.5,2024-02-12,,1,true,,52.128.189.93,USD
4691,732,2022-01-20 16:53:30,delivered,1873.53,credit_card,free,marketplace,WH-14,VIP25,345.13,126.33,13.17,2022-01-24,2022-01-29,7,true,,179.219.55.15,USD
4692,639,2022-09-29 01:18:53,returned,1281.61,gift_card,overnight,in_store,WH-06,SUMMER20,1.74,131.55,5.84,2022-10-10,2022-10-12,2,true,3.3,229.151.231.43,USD
4693,963,2023-02-06 08:58:45,pending,2855.77,stripe,pickup,web,WH-05,WELCOME5,213.4,298.46,0.49,2023-02-18,2023-02-23,1,true,3.1,134.24.95.185,USD
4694,222,2023-07-16 21:28:33,processing,1487.38,gift_card,free,phone,WH-20,VIP25,282.36,87.88,24.33,2023-07-22,2023-07-21,9,false,,199.102.113.247,USD
4695,1050,2023-08-09 00:23:17,delivered,1094.28,debit_card,pickup,in_store,WH-02,SUMMER20,326.01,81.6,2.47,2023-08-23,2023-08-22,7,true,1.4,49.214.213.161,USD
4696,1211,2024-03-24 17:17:30,pending,1194.82,debit_card,free,in_store,WH-02,,310.26,99.61,13.33,2024-04-03,2024-04-06,7,false,,233.29.104.253,USD
4697,276,2023-07-31 22:40:48,processing,2626.07,credit_card,standard,in_store,WH-15,,132.57,271.32,9.27,2023-08-10,2023-08-14,2,false,,87.196.86.134,USD
4698,125,2025-10-05 14:09:57,processing,1222.52,bank_transfer,standard,web,WH-01,,324.44,92.96,7.13,2025-10-15,2025-10-17,7,false,2.0,55.237.91.194,USD
4699,224,2025-06-28 19:00:30,returned,334.58,gift_card,pickup,in_store,WH-17,FLASH30,39.15,24.94,11.52,2025-07-11,2025-07-14,10,false,4.4,228.231.61.252,USD
4700,32,2024-06-04 01:31:07,shipped,1231.69,debit_card,standard,in_store,WH-06,NEWUSER15,54.82,65.9,17.39,2024-06-13,2024-06-13,8,true,,71.178.136.51,USD
4701,1070,2022-01-07 05:44:33,processing,1297.1,paypal,pickup,marketplace,WH-13,FLASH30,351.42,73.81,3.11,2022-01-13,2022-01-14,7,true,1.8,200.57.22.182,USD
4702,1677,2023-11-09 20:34:18,cancelled,1307.09,debit_card,overnight,in_store,WH-09,SAVE10,358.55,97.07,21.5,2023-11-11,2023-11-16,3,false,3.7,2.145.104.190,USD
4703,1045,2024-08-09 13:57:45,pending,2930.03,debit_card,free,marketplace,WH-04,WELCOME5,585.0,310.52,15.25,2024-08-20,2024-08-20,8,false,4.2,217.97.106.38,USD
4704,1690,2025-10-03 13:01:20,returned,1797.29,bank_transfer,express,phone,WH-07,NEWUSER15,108.01,194.52,7.34,2025-10-16,2025-10-20,2,false,4.7,9.79.83.48,USD
4705,837,2022-05-21 15:55:27,shipped,1916.82,paypal,pickup,phone,WH-13,VIP25,471.62,225.15,28.09,2022-05-29,2022-06-03,9,true,,219.102.50.157,USD
4706,619,2023-10-28 22:48:56,delivered,1804.67,crypto,standard,phone,WH-05,WELCOME5,451.46,179.15,18.58,2023-10-30,2023-11-01,1,true,1.6,18.104.35.42,USD
4707,1599,2024-05-20 15:29:27,delivered,1440.26,stripe,standard,mobile_app,WH-05,VIP25,414.2,137.43,6.99,2024-05-25,2024-05-23,2,true,2.8,105.240.84.111,USD
4708,1351,2025-08-15 02:46:51,returned,2399.88,credit_card,pickup,in_store,WH-18,VIP25,79.04,146.77,9.02,2025-08-23,,10,false,,178.199.120.95,USD
4709,395,2023-02-18 01:40:09,processing,2310.79,stripe,overnight,marketplace,WH-03,SUMMER20,527.12,263.67,13.91,2023-02-27,2023-03-01,2,true,,59.125.249.220,USD
4710,686,2023-08-01 13:14:55,shipped,183.16,bank_transfer,standard,web,WH-20,SAVE10,35.99,12.28,13.77,2023-08-09,2023-08-12,10,true,3.3,24.35.182.25,USD
4711,1792,2023-12-01 06:26:50,shipped,1071.4,bank_transfer,free,in_store,WH-12,WELCOME5,43.72,66.31,0.73,2023-12-05,2023-12-05,5,false,1.2,233.57.104.89,USD
4712,109,2025-07-18 02:01:23,returned,748.55,crypto,pickup,phone,WH-02,SAVE10,160.24,81.52,26.64,2025-07-29,2025-07-31,9,false,4.6,115.74.23.62,USD
4713,559,2025-11-05 00:45:18,delivered,1392.29,paypal,free,mobile_app,WH-15,,78.59,155.95,1.43,2025-11-17,2025-11-16,4,true,,231.73.1.92,USD
4714,509,2025-11-04 21:41:18,processing,708.97,stripe,free,mobile_app,WH-12,VIP25,76.29,68.7,18.68,2025-11-16,2025-11-20,5,true,1.4,147.190.56.242,USD
4715,783,2023-06-07 21:04:28,cancelled,1028.52,stripe,express,mobile_app,WH-16,WELCOME5,130.51,103.7,15.85,2023-06-18,2023-06-18,5,false,1.6,229.196.135.39,USD
4716,1604,2023-06-04 03:54:31,pending,372.91,credit_card,pickup,marketplace,WH-07,NEWUSER15,100.35,24.76,23.3,2023-06-07,2023-06-08,4,true,5.0,186.95.223.207,USD
4717,1417,2022-03-30 08:38:04,delivered,1129.89,paypal,free,in_store,WH-18,SUMMER20,256.87,82.82,6.87,2022-04-07,2022-04-11,9,false,3.8,179.106.211.220,USD
4718,178,2022-04-24 23:28:51,pending,473.46,paypal,pickup,mobile_app,WH-13,,81.9,44.23,8.89,2022-04-28,2022-05-01,6,true,2.2,75.69.132.53,USD
4719,1040,2024-02-16 17:15:58,shipped,2398.28,credit_card,express,web,WH-15,VIP25,60.26,255.47,12.72,2024-02-20,2024-02-21,6,true,,221.18.22.131,USD
4720,678,2025-01-03 04:20:36,delivered,2007.99,debit_card,standard,mobile_app,WH-01,SUMMER20,192.38,115.81,19.76,2025-01-08,2025-01-07,5,false,1.9,190.207.168.124,USD
4721,1044,2022-10-01 18:32:22,shipped,2546.45,stripe,express,web,WH-09,FLASH30,140.77,213.72,9.59,2022-10-11,2022-10-15,2,false,1.9,86.206.126.76,USD
4722,1192,2024-08-11 23:11:17,returned,387.34,paypal,pickup,phone,WH-16,SAVE10,115.71,29.82,18.87,2024-08-20,2024-08-19,5,false,1.2,48.99.106.74,USD
4723,421,2025-05-25 10:47:34,cancelled,274.12,paypal,express,in_store,WH-18,FLASH30,21.3,24.89,22.55,2025-05-27,2025-05-30,9,false,,149.131.15.165,USD
4724,966,2022-07-05 08:58:42,processing,398.75,crypto,overnight,marketplace,WH-07,SAVE10,49.6,43.67,15.74,2022-07-12,2022-07-11,4,true,2.0,199.157.10.110,USD
4725,39,2024-03-25 18:30:56,pending,24.48,crypto,express,phone,WH-03,,0.58,1.93,17.3,2024-04-07,2024-04-08,9,true,,14.160.250.75,USD
4726,1858,2025-12-12 06:36:15,cancelled,377.67,bank_transfer,pickup,mobile_app,WH-07,NEWUSER15,33.89,35.36,18.67,2025-12-14,2025-12-19,9,false,4.1,19.61.106.121,USD
4727,1246,2022-06-30 08:20:17,returned,989.75,bank_transfer,overnight,phone,WH-15,SUMMER20,154.2,102.1,24.08,2022-07-03,2022-07-02,1,false,4.4,95.84.170.134,USD
4728,673,2024-03-10 13:30:05,shipped,520.5,bank_transfer,standard,mobile_app,WH-02,WELCOME5,55.13,48.18,15.45,2024-03-14,2024-03-19,8,true,,141.37.138.133,USD
4729,1231,2023-10-10 12:35:32,delivered,2032.77,gift_card,express,marketplace,WH-02,VIP25,99.53,120.45,28.23,2023-10-18,2023-10-21,6,true,,148.165.82.238,USD
4730,795,2024-01-16 08:22:46,returned,939.72,paypal,standard,mobile_app,WH-03,SAVE10,185.84,56.85,26.56,2024-01-28,2024-01-29,5,true,4.2,8.231.15.7,USD
4731,1756,2024-03-01 17:10:24,pending,489.39,gift_card,free,phone,WH-12,,72.38,33.93,23.42,2024-03-13,2024-03-18,8,false,4.6,75.119.129.165,USD
4732,1235,2023-03-25 18:37:42,cancelled,1420.7,credit_card,express,in_store,WH-03,WELCOME5,157.33,139.7,13.25,2023-04-03,2023-04-03,3,true,3.9,55.160.15.6,USD
4733,735,2023-05-30 21:21:12,cancelled,2422.91,bank_transfer,standard,mobile_app,WH-13,FLASH30,524.59,274.5,3.64,2023-06-03,2023-06-04,4,true,,147.211.43.150,USD
4734,59,2023-09-07 21:21:23,shipped,1117.38,paypal,pickup,mobile_app,WH-03,NEWUSER15,151.7,105.09,19.0,2023-09-09,2023-09-13,10,false,1.3,168.142.190.157,USD
4735,806,2024-03-26 06:47:57,processing,1906.35,bank_transfer,overnight,web,WH-07,,34.42,138.51,28.46,2024-04-01,,6,true,2.4,151.110.80.232,USD
4736,149,2024-12-17 03:42:46,shipped,1448.23,gift_card,express,in_store,WH-01,SAVE10,141.38,118.38,16.69,2024-12-30,2025-01-01,10,false,4.7,206.174.124.56,USD
4737,975,2023-05-05 03:49:54,processing,1613.13,gift_card,pickup,web,WH-19,,457.03,137.19,19.04,2023-05-09,2023-05-12,3,true,1.3,82.117.39.166,USD
4738,611,2025-12-22 12:08:28,processing,2529.77,paypal,overnight,marketplace,WH-07,SUMMER20,405.9,209.35,18.36,2025-12-30,2025-12-29,2,true,3.0,247.186.139.184,USD
4739,467,2023-03-08 21:10:58,pending,2349.96,paypal,standard,phone,WH-09,WELCOME5,339.08,138.17,26.05,2023-03-10,,3,false,1.6,173.192.198.97,USD
4740,1774,2023-03-18 04:02:43,delivered,526.86,crypto,standard,phone,WH-12,NEWUSER15,149.29,35.38,4.82,2023-03-22,2023-03-20,8,false,2.3,134.163.114.202,USD
4741,1794,2025-08-09 06:20:37,returned,1475.75,credit_card,express,mobile_app,WH-20,WELCOME5,268.81,97.03,8.43,2025-08-12,2025-08-12,5,false,,83.7.247.86,USD
4742,1246,2024-07-09 14:59:11,cancelled,375.34,debit_card,express,mobile_app,WH-15,VIP25,93.62,41.29,6.71,2024-07-18,2024-07-18,10,false,2.2,67.125.232.39,USD
4743,1365,2023-07-15 20:27:00,processing,1244.19,paypal,overnight,in_store,WH-09,FLASH30,97.47,108.58,25.27,2023-07-20,2023-07-25,2,true,,128.236.49.9,USD
4744,210,2025-11-07 23:56:59,processing,111.95,crypto,express,in_store,WH-05,SUMMER20,17.68,8.74,10.58,2025-11-16,,4,true,4.0,20.130.116.21,USD
4745,1945,2023-09-11 22:26:00,pending,1122.45,gift_card,express,web,WH-07,NEWUSER15,297.91,99.96,7.02,2023-09-20,2023-09-18,1,true,2.0,130.158.205.212,USD
4746,1689,2022-07-09 17:48:09,shipped,1051.58,bank_transfer,free,web,WH-10,SUMMER20,196.36,108.46,23.21,2022-07-13,2022-07-16,9,true,3.3,100.13.217.216,USD
4747,969,2023-06-06 13:06:40,returned,88.52,crypto,free,web,WH-20,,8.35,4.74,25.53,2023-06-19,2023-06-20,4,true,,101.240.32.236,USD
4748,1350,2025-03-13 17:49:22,shipped,2894.76,crypto,free,in_store,WH-10,NEWUSER15,632.15,288.37,23.84,2025-03-25,,1,true,,238.35.126.215,USD
4749,701,2025-10-11 08:12:32,delivered,2897.85,bank_transfer,overnight,phone,WH-09,SAVE10,637.4,270.9,27.46,2025-10-18,2025-10-16,10,false,1.3,55.246.100.116,USD
4750,1513,2023-06-07 23:34:26,delivered,2465.09,gift_card,express,phone,WH-06,VIP25,578.3,180.27,1.43,2023-06-15,2023-06-13,2,true,4.0,113.225.241.54,USD
4751,743,2024-08-06 10:51:22,delivered,209.67,gift_card,free,mobile_app,WH-17,VIP25,35.62,21.02,4.15,2024-08-14,,4,false,3.6,166.248.105.218,USD
4752,897,2022-02-28 11:23:19,processing,2008.8,crypto,free,mobile_app,WH-11,NEWUSER15,390.59,194.02,17.24,2022-03-13,2022-03-18,7,false,,187.211.41.108,USD
4753,1957,2023-07-22 20:31:13,shipped,1938.81,paypal,overnight,marketplace,WH-04,FLASH30,62.2,188.93,10.6,2023-08-02,2023-07-31,1,true,,244.89.208.226,USD
4754,481,2022-05-23 19:21:18,delivered,2355.0,credit_card,express,mobile_app,WH-08,VIP25,323.63,212.8,11.52,2022-05-27,2022-05-29,7,false,2.6,6.127.83.86,USD
4755,1530,2023-12-20 18:51:47,cancelled,2278.96,bank_transfer,standard,web,WH-09,SUMMER20,278.75,258.31,0.27,2023-12-28,2023-12-31,7,true,3.1,152.214.149.20,USD
4756,1015,2023-09-04 14:25:14,pending,433.78,gift_card,overnight,phone,WH-05,FLASH30,21.65,21.95,18.25,2023-09-11,2023-09-09,3,false,,120.33.221.192,USD
4757,510,2023-12-06 14:58:07,pending,2378.78,credit_card,pickup,mobile_app,WH-11,SUMMER20,183.8,128.96,5.2,2023-12-14,2023-12-12,5,false,4.5,180.118.124.93,USD
4758,163,2022-11-17 19:50:30,pending,2477.19,gift_card,pickup,phone,WH-20,,647.6,231.82,3.4,2022-11-24,2022-11-25,1,false,1.2,143.8.45.2,USD
4759,1823,2024-09-27 08:31:08,delivered,380.9,stripe,overnight,web,WH-12,VIP25,59.44,43.65,14.08,2024-09-29,2024-09-30,4,false,2.6,11.178.152.56,USD
4760,57,2023-10-11 15:52:03,delivered,2796.51,debit_card,pickup,in_store,WH-13,VIP25,606.64,320.68,15.79,2023-10-18,2023-10-23,1,true,3.3,242.174.118.64,USD
4761,575,2024-12-09 23:25:05,shipped,781.05,paypal,overnight,mobile_app,WH-05,VIP25,39.3,70.64,4.81,2024-12-17,2024-12-15,9,true,,191.244.86.247,USD
4762,606,2025-06-09 06:20:33,cancelled,1983.29,bank_transfer,overnight,phone,WH-13,WELCOME5,524.46,165.92,6.29,2025-06-19,2025-06-23,9,false,4.6,177.75.6.50,USD
4763,195,2025-02-12 09:31:30,returned,969.36,stripe,express,web,WH-16,WELCOME5,60.28,101.94,17.41,2025-02-20,,10,false,4.6,245.42.82.11,USD
4764,1541,2025-10-16 19:09:11,delivered,1363.17,credit_card,overnight,in_store,WH-19,WELCOME5,365.05,80.82,18.15,2025-10-21,2025-10-25,7,true,1.8,198.30.211.21,USD
4765,1576,2023-02-26 02:27:09,delivered,1815.52,debit_card,pickup,mobile_app,WH-17,FLASH30,97.24,153.0,12.6,2023-03-03,2023-03-01,10,false,1.1,154.171.41.46,USD
4766,1556,2023-11-18 15:53:49,delivered,2056.32,bank_transfer,pickup,web,WH-12,VIP25,7.26,183.01,9.1,2023-11-27,2023-11-26,10,true,,94.197.144.117,USD
4767,1172,2023-01-25 12:29:40,pending,965.71,crypto,overnight,marketplace,WH-19,NEWUSER15,273.07,68.19,14.27,2023-02-02,2023-02-06,4,false,1.7,218.129.126.83,USD
4768,570,2023-12-18 12:00:35,pending,755.6,debit_card,standard,phone,WH-16,SUMMER20,191.97,74.4,5.97,2023-12-31,2024-01-02,2,true,2.7,37.22.136.217,USD
4769,1256,2025-04-06 20:34:35,processing,835.26,paypal,express,in_store,WH-12,VIP25,138.58,57.01,13.88,2025-04-10,2025-04-12,7,true,1.4,155.68.157.128,USD
4770,662,2024-05-29 06:44:14,returned,665.69,stripe,free,phone,WH-03,,5.8,77.63,11.96,2024-06-08,,10,true,,34.237.110.8,USD
4771,1330,2025-07-04 04:41:43,processing,825.47,gift_card,free,web,WH-01,FLASH30,119.38,63.36,17.67,2025-07-10,2025-07-14,6,false,4.3,72.196.238.240,USD
4772,1359,2024-11-16 16:47:33,cancelled,536.26,paypal,overnight,mobile_app,WH-17,FLASH30,45.74,63.75,29.02,2024-11-29,2024-12-02,8,true,,207.225.219.182,USD
4773,154,2022-03-22 20:23:50,pending,1663.15,credit_card,standard,mobile_app,WH-17,SAVE10,438.01,188.89,17.37,2022-04-04,2022-04-08,7,true,4.4,94.177.128.110,USD
4774,715,2025-06-02 07:31:12,pending,115.67,credit_card,standard,web,WH-15,SUMMER20,32.59,13.0,1.47,2025-06-16,2025-06-15,6,false,3.8,99.32.105.54,USD
4775,1177,2023-12-08 06:21:14,cancelled,50.38,crypto,express,phone,WH-04,FLASH30,3.94,5.87,13.4,2023-12-18,2023-12-23,7,false,4.7,66.78.14.13,USD
4776,231,2024-05-29 23:13:55,delivered,480.57,credit_card,free,mobile_app,WH-18,SUMMER20,137.16,50.81,2.75,2024-06-04,2024-06-06,2,true,1.3,159.45.249.250,USD
4777,779,2024-11-18 05:44:39,processing,100.84,debit_card,free,in_store,WH-11,,10.39,11.66,3.46,2024-11-29,2024-11-29,10,false,,24.43.84.227,USD
4778,1293,2024-04-20 07:28:59,pending,1651.0,credit_card,free,mobile_app,WH-18,SAVE10,418.47,183.37,13.01,2024-05-02,2024-05-01,8,true,3.9,201.234.196.208,USD
4779,1641,2024-10-06 20:54:35,processing,1844.65,stripe,pickup,marketplace,WH-20,FLASH30,435.1,151.42,4.92,2024-10-17,2024-10-20,1,true,3.8,83.223.206.43,USD
4780,1168,2022-08-08 18:55:23,processing,1499.88,crypto,pickup,in_store,WH-18,,110.64,176.52,22.84,2022-08-15,2022-08-20,4,true,4.4,28.150.27.70,USD
4781,1510,2024-01-18 05:47:28,shipped,1404.29,debit_card,standard,marketplace,WH-08,SAVE10,173.19,149.0,21.71,2024-01-28,2024-01-29,9,false,,78.34.17.66,USD
4782,1433,2024-04-15 09:49:20,returned,592.77,credit_card,express,mobile_app,WH-05,SUMMER20,74.26,56.18,17.52,2024-04-18,2024-04-23,6,true,2.5,152.66.115.24,USD
4783,1730,2024-10-14 19:54:55,cancelled,1500.29,gift_card,express,phone,WH-06,FLASH30,240.94,89.78,18.84,2024-10-17,2024-10-19,2,true,,29.97.126.10,USD
4784,98,2025-01-30 06:58:13,shipped,2263.26,paypal,overnight,web,WH-15,,326.91,175.92,26.72,2025-02-05,,4,true,4.8,71.84.110.28,USD
4785,1730,2022-01-03 18:47:01,pending,1844.65,crypto,free,web,WH-18,SUMMER20,462.51,133.06,20.89,2022-01-09,2022-01-10,9,false,4.6,58.66.3.130,USD
4786,1955,2022-11-25 13:48:44,processing,1043.26,crypto,overnight,in_store,WH-20,NEWUSER15,194.83,88.47,0.56,2022-12-04,2022-12-07,7,true,3.1,108.209.85.186,USD
4787,1826,2022-08-01 05:53:42,delivered,756.59,paypal,standard,marketplace,WH-07,,65.12,70.56,5.49,2022-08-08,2022-08-10,5,true,1.8,181.111.42.56,USD
4788,63,2024-08-28 16:17:56,shipped,1342.25,gift_card,standard,in_store,WH-11,VIP25,20.1,120.18,24.77,2024-09-01,2024-08-31,10,true,,252.134.197.245,USD
4789,209,2025-09-01 07:12:29,cancelled,967.64,stripe,express,web,WH-11,SAVE10,101.03,108.02,3.97,2025-09-09,2025-09-07,8,false,4.8,128.174.41.133,USD
4790,739,2022-04-23 01:14:45,pending,2721.11,crypto,overnight,phone,WH-15,,468.79,262.43,20.6,2022-05-04,2022-05-06,1,false,,216.212.219.220,USD
4791,621,2024-12-02 01:06:05,cancelled,694.67,stripe,pickup,web,WH-19,WELCOME5,177.68,50.66,12.38,2024-12-05,2024-12-08,3,true,5.0,198.61.45.164,USD
4792,1582,2024-09-20 04:46:35,shipped,2377.43,stripe,pickup,marketplace,WH-07,WELCOME5,172.59,134.13,1.66,2024-09-23,2024-09-25,1,false,,205.56.104.65,USD
4793,1919,2024-03-10 10:57:56,cancelled,1674.02,crypto,express,phone,WH-15,FLASH30,274.43,128.89,7.21,2024-03-12,2024-03-12,7,true,2.3,61.11.239.196,USD
4794,1271,2024-08-08 02:50:13,processing,2623.19,bank_transfer,express,mobile_app,WH-01,SUMMER20,329.29,237.1,14.65,2024-08-16,2024-08-15,8,true,2.5,82.132.168.24,USD
4795,1829,2023-12-18 00:44:50,delivered,2884.74,stripe,express,web,WH-06,FLASH30,574.47,227.62,23.99,2023-12-29,,10,false,,7.217.100.191,USD
4796,1816,2025-09-22 16:05:01,returned,476.46,crypto,free,phone,WH-12,SUMMER20,29.05,53.39,4.42,2025-10-03,2025-10-03,6,true,4.5,202.68.179.132,USD
4797,551,2025-04-12 02:36:22,pending,767.65,stripe,standard,mobile_app,WH-05,,151.46,48.51,9.45,2025-04-18,2025-04-21,5,false,4.7,18.17.127.100,USD
4798,1777,2022-09-21 18:42:15,shipped,593.08,stripe,pickup,marketplace,WH-16,NEWUSER15,10.73,62.52,15.25,2022-09-30,2022-10-05,6,true,4.9,189.85.35.10,USD
4799,1737,2022-01-08 22:22:18,pending,857.02,bank_transfer,pickup,mobile_app,WH-04,SAVE10,20.95,83.04,12.97,2022-01-16,2022-01-18,3,true,2.5,130.221.234.228,USD
4800,1356,2025-07-30 15:17:56,returned,813.32,credit_card,standard,in_store,WH-10,,26.29,87.2,16.31,2025-08-04,2025-08-09,1,true,2.6,59.31.141.56,USD
4801,1418,2024-04-15 05:56:32,delivered,251.55,bank_transfer,free,phone,WH-11,FLASH30,39.56,17.9,14.12,2024-04-26,2024-04-26,9,true,4.2,43.141.30.18,USD
4802,451,2024-02-16 13:17:20,returned,940.77,credit_card,standard,in_store,WH-20,SAVE10,192.42,101.6,14.02,2024-02-25,,6,false,1.4,117.167.121.190,USD
4803,321,2024-07-19 01:50:31,delivered,2757.14,stripe,free,in_store,WH-04,SAVE10,64.63,269.15,12.67,2024-07-24,2024-07-28,3,true,2.3,243.147.180.120,USD
4804,1150,2023-01-02 16:08:43,delivered,2891.44,paypal,overnight,marketplace,WH-09,NEWUSER15,598.54,248.27,12.51,2023-01-14,,10,false,,47.216.247.238,USD
4805,1827,2025-06-24 10:07:48,delivered,2946.28,paypal,free,marketplace,WH-01,NEWUSER15,558.44,312.04,26.55,2025-06-26,2025-06-29,8,false,,41.148.89.72,USD
4806,743,2022-10-07 23:42:57,shipped,844.99,gift_card,express,mobile_app,WH-19,SUMMER20,129.8,43.25,11.16,2022-10-20,2022-10-19,8,false,1.9,229.93.52.38,USD
4807,1865,2023-02-10 04:04:32,cancelled,2774.85,debit_card,overnight,web,WH-19,VIP25,768.06,330.21,2.22,2023-02-21,2023-02-19,6,true,,26.179.11.229,USD
4808,1666,2025-05-09 12:42:54,shipped,1316.19,gift_card,express,in_store,WH-01,VIP25,324.33,72.5,26.24,2025-05-21,2025-05-26,1,true,1.9,117.226.168.236,USD
4809,620,2025-08-07 03:52:42,cancelled,402.87,debit_card,pickup,mobile_app,WH-01,,58.82,44.18,20.77,2025-08-11,2025-08-11,2,true,4.4,190.97.143.179,USD
4810,1362,2025-05-21 06:39:56,pending,2699.97,debit_card,free,phone,WH-19,,413.48,227.79,17.82,2025-05-24,2025-05-26,4,false,2.5,182.175.208.112,USD
4811,1046,2024-10-08 09:37:20,pending,2640.92,credit_card,pickup,marketplace,WH-17,,138.96,231.07,12.61,2024-10-11,2024-10-14,1,false,,184.161.41.174,USD
4812,159,2024-07-22 13:04:49,processing,1421.78,debit_card,express,mobile_app,WH-01,NEWUSER15,225.89,95.86,28.34,2024-07-27,2024-07-27,10,true,2.8,1.211.224.88,USD
4813,380,2025-06-19 19:33:13,cancelled,141.3,paypal,free,mobile_app,WH-17,NEWUSER15,29.26,11.52,4.79,2025-06-27,2025-06-28,2,false,,59.24.247.184,USD
4814,1451,2023-01-29 16:41:15,processing,2846.25,crypto,pickup,marketplace,WH-13,VIP25,2.7,252.79,12.56,2023-02-01,2023-02-01,4,true,,159.35.113.139,USD
4815,1692,2022-04-24 20:07:57,shipped,982.84,gift_card,pickup,web,WH-11,FLASH30,92.26,79.69,22.69,2022-05-07,2022-05-12,9,true,2.9,210.222.149.3,USD
4816,1896,2023-08-01 13:24:56,delivered,2228.44,bank_transfer,express,phone,WH-08,VIP25,104.27,170.52,3.05,2023-08-14,2023-08-16,10,false,2.3,167.19.156.115,USD
4817,1221,2024-09-19 01:52:17,shipped,2988.07,gift_card,standard,mobile_app,WH-09,SUMMER20,49.05,194.43,19.83,2024-09-24,,7,false,,90.182.252.231,USD
4818,836,2025-03-14 03:38:59,cancelled,833.17,stripe,free,marketplace,WH-01,SAVE10,72.86,98.93,17.13,2025-03-28,2025-03-29,5,true,1.1,154.243.37.60,USD
4819,412,2023-04-19 16:34:11,shipped,2173.64,gift_card,free,web,WH-04,,504.31,193.35,3.81,2023-04-28,2023-04-26,7,true,4.7,166.190.254.192,USD
4820,1946,2022-06-22 04:18:33,returned,2602.89,bank_transfer,standard,phone,WH-07,NEWUSER15,623.01,258.2,21.52,2022-07-06,2022-07-11,5,false,2.0,164.55.252.253,USD
4821,327,2023-06-20 18:43:39,delivered,1155.07,stripe,free,in_store,WH-18,FLASH30,26.57,98.48,7.58,2023-06-29,2023-06-28,3,false,3.8,91.101.41.213,USD
4822,253,2023-11-14 19:19:29,cancelled,880.21,stripe,standard,mobile_app,WH-16,NEWUSER15,138.13,50.92,11.29,2023-11-18,2023-11-21,7,false,4.7,97.139.94.203,USD
4823,1373,2025-01-15 13:36:05,shipped,376.63,credit_card,express,in_store,WH-16,SAVE10,111.18,37.57,21.8,2025-01-24,2025-01-28,1,true,3.1,181.150.124.246,USD
4824,1970,2022-08-23 14:42:19,cancelled,1006.75,gift_card,free,marketplace,WH-07,FLASH30,159.11,93.14,19.15,2022-08-25,2022-08-30,3,true,3.0,132.29.10.192,USD
4825,947,2023-11-22 17:20:53,returned,2311.09,gift_card,standard,marketplace,WH-07,SUMMER20,541.34,133.4,2.08,2023-12-03,2023-12-01,7,false,2.7,15.209.12.174,USD
4826,252,2023-03-27 09:30:03,processing,2902.96,debit_card,standard,phone,WH-03,SUMMER20,655.76,262.71,13.5,2023-04-01,2023-04-06,7,true,,154.4.63.107,USD
4827,964,2022-07-10 07:26:44,processing,1160.39,paypal,standard,phone,WH-07,,301.3,121.35,17.51,2022-07-15,2022-07-18,6,true,,108.92.190.10,USD
4828,547,2025-07-30 13:37:53,returned,995.46,credit_card,pickup,web,WH-11,,179.83,73.5,1.17,2025-08-09,2025-08-09,10,true,2.1,230.25.6.212,USD
4829,22,2024-11-08 23:07:22,delivered,2827.15,crypto,express,mobile_app,WH-04,WELCOME5,22.61,272.71,27.18,2024-11-21,2024-11-19,1,false,3.4,98.155.147.144,USD
4830,1774,2023-02-18 08:02:19,processing,1143.62,crypto,overnight,mobile_app,WH-14,FLASH30,216.16,85.34,3.0,2023-02-28,2023-03-03,9,true,4.8,45.58.86.172,USD
